Publisher,Country,contentTitle,Total Requests,ext_imdb_id,ext_tipo,ext_generos,ext_confianza,ext_wikidata_extra,contentSeries,ser_es,ser_evidencia,serie_propuesta,temporada,episodio
Vidaa  APAC Hisense Headquarter,Argentina,amar a muerte,51600,tt8682608,tvSeries,Drama,A,telenovela,Not Available,serie,imdb,amar a muerte,,
TCL ADs (APAC),Peru,babybus canciones infantiles - temporada 2,51520,,,,,,Not Available,serie,titulo,babybus canciones infantiles,2,
OTTera.tv,Peru,chicken stew season 6,51360,tt3356808,tvSeries,"Action,Animation,Comedy",A,,Not Available,serie,titulo,chicken stew,6,
Vidaa,Guatemala,mr queen,51280,tt13400006,tvSeries,"Comedy,Drama,Fantasy",A,romance,Not Available,serie,imdb,mr queen,,
OTTera.tv,Peru,los archivos del fbi temporada 7,51120,,,,,,Not Available,serie,titulo,los archivos del fbi,7,
OTTera.tv,Mexico,gunnie season,50720,,,,,,Not Available,serie,titulo,gunnie season,,
iion Pty Ltd,Mexico,fox and rabbit season 1,50720,tt0437300,short,"Animation,Family,Short",A,,Not Available,serie,titulo,fox and rabbit,1,
TCL ADS - Springserve,Chile,future chicken - today show season 2,50400,,,,,,Not Available,serie,titulo,future chicken - today show,2,
iion Pty Ltd,Peru,continuum: trailer,50400,tt1954347,tvSeries,"Action,Sci-Fi,Thriller",B,drama,Not Available,serie,imdb,continuum,,
iion Pty Ltd,Argentina,spot the difference: season 7,50400,tt31289009,tvSpecial,Game-Show,D,,Not Available,serie,titulo,spot the difference,7,
Select Plus PTE LTD (CTV),Mexico,e1. the 'dutch' caribbean,50240,,,,,,Not Available,serie,titulo,the 'dutch' caribbean,,1
"VGI CTV, Inc APAC",Mexico,el peso del amor,50160,tt5189944,tvSeries,"Comedy,Drama,Romance",A,,Not Available,serie,imdb,el peso del amor,,
OTTera.tv,Venezuela,dread the unsolved,50080,tt13415912,tvMiniSeries,"Horror,Mystery",A,,Not Available,serie,imdb,dread the unsolved,,
iion Pty Ltd,Colombia,delayed gratification,49920,tt6545192,tvSeries,Drama,B,,Not Available,serie,imdb,delayed gratification,,
TCL ADs (APAC),Colombia,carl the super truck season 1,49920,tt7818360,tvSeries,"Animation,Family",A,,Not Available,serie,titulo,carl the super truck,1,
TCL ADS - Springserve,Argentina,the rvers,49760,tt9145184,tvSeries,Documentary,A,,Not Available,serie,imdb,the rvers,,
OTTera.tv,Argentina,freddy heineken,49680,tt2077202,tvMiniSeries,"Biography,Drama",A,,Not Available,serie,imdb,freddy heineken,,
TCL ADS - Springserve,Chile,e9. the american east,49280,,,,,,Not Available,serie,titulo,the american east,,9
OTTera.tv,Costa Rica,kong kong land season 1,48960,tt21931976,tvSeries,Animation,C,,Not Available,serie,titulo,kong kong land,1,
